checked_items,tone,category
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,kind,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,kind,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,kind,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
일정_변수_보호자와분리상황있음|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_그림/사진 카드가 필요해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_외출주의_동행인과 떨어지면 위험을 잘 인지하지 못해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
아동_의사소통_그림/사진 카드가 필요해요|아동_의사소통_고개 끄덕임이나 손짓으로 대답해요|아동_미리알림_5분 전|아동_미리알림_10분 전,strict,separation_support
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,kind,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_짧고 쉬운 문장으로 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
일정_변수_규칙을지켜야함|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_한번에 하나씩 말해주세요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_짧고 쉬운 문장으로 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_설명_한번에 하나씩 말해주세요|아동_설명_반복 설명이 필요해요|아동_의사소통_네/아니오로 대답해요|일정_활동_상담또는설명듣기,strict,rule_following
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,kind,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_하던 활동 멈추기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_이동 수단 타기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_일정변화_화장실 가기|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_집에 돌아가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
아동_일정변화_하던 활동 멈추기|아동_일정변화_화장실 가기|아동_미리알림_1시간 전|일정_변수_완료후보상있음,strict,transition_preparation
